PC1,PC2,Cluster
-0.28138530995931477,-0.4565008470544125,0
-0.2955639097048196,-0.29865140363410303,0
-0.30974250945032444,-0.1408019602137936,0
-0.3239211091958292,0.017047483206515827,0
-0.13959931250426658,-2.034995281257507,0
-0.2955639097048196,-0.29865140363410303,0
-0.28138530995931477,-0.4565008470544125,0
-0.28138530995931477,-0.4565008470544125,0
-0.3239211091958292,0.017047483206515827,0
-0.2955639097048196,-0.29865140363410303,0
-0.26720671021380993,-0.614350290474722,0
-0.26720671021380993,-0.614350290474722,0
-0.18213511174078104,-1.561446950996579,0
-0.2955639097048196,-0.29865140363410303,0
-0.33809970894133407,0.1748969266268253,0
-0.3239211091958292,0.017047483206515827,0
-0.3806355081778485,0.6484452568877538,0
-0.25302811046830515,-0.7721997338950314,0
-0.2955639097048196,-0.29865140363410303,0
-0.26720671021380993,-0.614350290474722,0
-0.28138530995931477,-0.4565008470544125,0
-0.2955639097048196,-0.29865140363410303,0
-0.2955639097048196,-0.29865140363410303,0
-1.0975563571088351,2.2230934717102957,0
-0.22467091097729552,-1.0878986207356505,0
-0.22467091097729552,-1.0878986207356505,0
-0.26720671021380993,-0.614350290474722,0
-0.33809970894133407,0.1748969266268253,0
-0.21049231123179069,-1.24574806415596,0
-0.3522783086868389,0.33274637004713475,0
-0.16795651199527623,-1.7192963944168884,0
-0.4089927076688582,0.9641441437283726,0
-0.33809970894133407,0.1748969266268253,0
-0.3806355081778485,0.6484452568877538,0
-0.3664569084323437,0.4905958134674443,0
-1.202864565518495,2.327685397427077,0
-1.2798155744371449,2.1165784363032385,0
-0.3522783086868389,0.33274637004713475,0
-0.21049231123179069,-1.24574806415596,0
-0.30974250945032444,-0.1408019602137936,0
-0.3522783086868389,0.33274637004713475,0
-0.33809970894133407,0.1748969266268253,0
-0.39481410792335336,0.8062947003080632,0
-0.26720671021380993,-0.614350290474722,0
-0.2955639097048196,-0.29865140363410303,0
-0.13959931250426658,-2.034995281257507,0
-0.3239211091958292,0.017047483206515827,0
-0.39481410792335336,0.8062947003080632,0
-0.34806744961063085,-0.7922279338650747,0
-0.2955639097048196,-0.29865140363410303,0
-0.2955639097048196,-0.29865140363410303,0
-0.30974250945032444,-0.1408019602137936,0
-0.15377791224977136,-1.877145837837198,0
-0.3522783086868389,0.33274637004713475,0
-0.33809970894133407,0.1748969266268253,0
-0.3239211091958292,0.017047483206515827,0
-0.0970635132677521,-2.5085436115184354,0
-0.30974250945032444,-0.1408019602137936,0
-0.25302811046830515,-0.7721997338950314,0
-0.25302811046830515,-0.7721997338950314,0
-0.8585827407985064,1.698210733436115,0
-0.3522783086868389,0.33274637004713475,0
-0.3664569084323437,0.4905958134674443,0
-0.13959931250426658,-2.034995281257507,0
-1.2939941741826497,2.274427879723548,0
-0.15377791224977136,-1.877145837837198,0
-0.8444041410530015,1.5403612900158055,0
-0.18213511174078104,-1.561446950996579,0
-0.4575865170964985,0.43733829576391564,0
-0.3806355081778485,0.6484452568877538,0
-0.2955639097048196,-0.29865140363410303,0
-0.11124211301325691,-2.3506941680981264,0
-0.6196091244881775,1.1733279951619342,0
-0.3664569084323437,0.4905958134674443,0
-0.2955639097048196,-0.29865140363410303,0
-1.5471463902384837,2.957160061418038,0
-0.2955639097048196,-0.29865140363410303,0
-1.1259135565998448,2.5387923585509142,0
-0.8504621512441275,0.5400071117904202,0
-0.33809970894133407,0.1748969266268253,0
-0.2955639097048196,-0.29865140363410303,0
-0.3664569084323437,0.4905958134674443,0
-0.15377791224977136,-1.877145837837198,0
-0.3664569084323437,0.4905958134674443,0
-0.21049231123179069,-1.24574806415596,0
-0.3239211091958292,0.017047483206515827,0
-0.2955639097048196,-0.29865140363410303,0
-0.4089927076688582,0.9641441437283726,0
-0.18213511174078104,-1.561446950996579,0
-0.2955639097048196,-0.29865140363410303,0
-0.30974250945032444,-0.1408019602137936,0
-0.26720671021380993,-0.614350290474722,0
-0.39481410792335336,0.8062947003080632,0
-0.16795651199527623,-1.7192963944168884,0
-1.3790657726556788,3.221524540245405,0
-0.15377791224977136,-1.877145837837198,0
-0.39481410792335336,0.8062947003080632,0
-0.33809970894133407,0.1748969266268253,0
-0.2955639097048196,-0.29865140363410303,0
-0.5284795158240226,1.2265855128654628,0
-0.30974250945032444,-0.1408019602137936,0
-1.0691991576178255,1.9073945848696763,0
-1.194743975964116,1.1694817757813816,0
-0.3239211091958292,0.017047483206515827,0
-0.3522783086868389,0.33274637004713475,0
-0.4089927076688582,0.9641441437283726,0
-0.16795651199527623,-1.7192963944168884,0
-0.28138530995931477,-0.4565008470544125,0
-0.42317130741436304,1.121993587148682,0
-0.16795651199527623,-1.7192963944168884,0
-0.39481410792335336,0.8062947003080632,0
-0.21049231123179069,-1.24574806415596,0
-0.23884951072280033,-0.9300491773153408,0
-1.208922575709621,1.327331219201691,0
-0.22467091097729552,-1.0878986207356505,0
-0.13959931250426658,-2.034995281257507,0
-0.3664569084323437,0.4905958134674443,0
-1.0266633583813112,1.433846254608748,0
-0.3522783086868389,0.33274637004713475,0
-0.33809970894133407,0.1748969266268253,0
-0.2955639097048196,-0.29865140363410303,0
-0.3239211091958292,0.017047483206515827,0
-0.3522783086868389,0.33274637004713475,0
-0.26720671021380993,-0.614350290474722,0
-0.2955639097048196,-0.29865140363410303,0
-0.33809970894133407,0.1748969266268253,0
-1.217043165264,2.4855348408473863,0
-0.3664569084323437,0.4905958134674443,0
-0.33809970894133407,0.1748969266268253,0
0.9406108691391003,1.4774969814125454,1
-0.3522783086868389,0.33274637004713475,0
-0.25302811046830515,-0.7721997338950314,0
1.882326734634911,-0.46418452826386786,1
-0.19631371148628585,-1.4035975075762694,0
-1.0408419581268158,1.5916956980290575,0
-1.413480982337814,2.536869248860638,0
-0.22467091097729552,-1.0878986207356505,0
-0.2955639097048196,-0.29865140363410303,0
-0.6041943847370063,-0.8761520826403285,0
-0.42110872805110994,-1.0365642127223982,0
-1.1886859657729902,2.1698359540067673,0
-0.6965601334068274,0.9622210340380961,0
-1.117792967045466,1.3805887369052197,0
-0.9922481486991757,2.1185015459935146,0
-0.21049231123179069,-1.24574806415596,0
-0.2955639097048196,-0.29865140363410303,0
-0.16795651199527623,-1.7192963944168884,0
-0.30974250945032444,-0.1408019602137936,0
-0.47146398824396624,-0.4965572469944993,0
-0.3806355081778485,0.6484452568877538,0
-0.30974250945032444,-0.1408019602137936,0
-0.16795651199527623,-1.7192963944168884,0
-0.3239211091958292,0.017047483206515827,0
-0.13959931250426658,-2.034995281257507,0
-0.39481410792335336,0.8062947003080632,0
-0.2955639097048196,-0.29865140363410303,0
